date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:09:48	212/212	---M-Z	200	added ('OK')	text/css	etag:%22d4-631043dc5ee77-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min.css?ver=3.28.1	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min1b64.css	(from https://geoula-kids.fr/)
02:09:49	330/330	---M-Z	200	added ('OK')	text/css	etag:%2214a-631043dc5cf37-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css?ver=3.28.1	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min1b64.css	(from https://geoula-kids.fr/)
02:09:49	720/720	---M-Z	200	added ('OK')	text/css	etag:%222d0-631043dc33ef5-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.28.1	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/css/widget-text-editor.min1b64.css	(from https://geoula-kids.fr/)
02:09:49	137/137	---M-Z	200	added ('OK')	text/css	etag:%2289-631043dc5ded7-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.28.1	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min1b64.css	(from https://geoula-kids.fr/)
02:09:49	137/137	---M-Z	200	added ('OK')	text/css	etag:%2289-631043dc5ded7-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?ver=3.28.1	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min1b64.css	(from https://geoula-kids.fr/)
02:09:50	139/139	---M-Z	200	added ('OK')	text/css	etag:%228b-631043dc5ded7-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.28.1	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min1b64.css	(from https://geoula-kids.fr/)
02:09:50	320/320	---M-Z	200	added ('OK')	text/css	etag:%22140-631043dc5ee77-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.min.css?ver=3.28.1	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.min1b64.css	(from https://geoula-kids.fr/)
02:09:50	320/320	---M-Z	200	added ('OK')	text/css	etag:%22140-631043dc5ee77-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.min.css?ver=3.28.1	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.min1b64.css	(from https://geoula-kids.fr/)
02:09:50	323/323	---M-Z	200	added ('OK')	text/css	etag:%22143-631043dc5ee77-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min.css?ver=3.28.1	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min1b64.css	(from https://geoula-kids.fr/)
02:09:51	18683/18683	---M-Z	200	added ('OK')	text/css	etag:%2248fb-62ef8c7e8515a-gzip%22	https://geoula-kids.fr/wp-content/uploads/elementor/css/post-103.css?ver=1740495900	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/uploads/elementor/css/post-103fa6c.css	(from https://geoula-kids.fr/)
02:09:51	5501/5501	---M-Z	200	added ('OK')	text/css	etag:%22157d-62c392162e2c2-gzip%22	https://geoula-kids.fr/wp-content/themes/hello-elementor/style.min.css?ver=3.3.0	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/themes/hello-elementor/style.min9b70.css	(from https://geoula-kids.fr/)
02:09:51	5069/5069	---M-Z	200	added ('OK')	text/css	etag:%2213cd-62c392162f262-gzip%22	https://geoula-kids.fr/wp-content/themes/hello-elementor/theme.min.css?ver=3.3.0	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/themes/hello-elementor/theme.min9b70.css	(from https://geoula-kids.fr/)
02:09:51	7212/7212	---M-Z	200	added ('OK')	text/css	etag:%221c2c-62c392162e2c2-gzip%22	https://geoula-kids.fr/wp-content/themes/hello-elementor/header-footer.min.css?ver=3.3.0	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/themes/hello-elementor/header-footer.min9b70.css	(from https://geoula-kids.fr/)
02:09:52	20400/20400	---M-Z	200	added ('OK')	text/css	etag:%224fb0-631043dc5fe17-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min705c.css	(from https://geoula-kids.fr/)
02:09:52	10310/10310	---M-Z	200	added ('OK')	text/css	etag:%222846-631043dc32f55-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/css/widget-icon-list.min44b4.css	(from https://geoula-kids.fr/)
02:09:52	5150/5150	---M-Z	200	added ('OK')	text/css	etag:%22141e-631043dc33ef5-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.0	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/css/widget-social-icons.min2401.css	(from https://geoula-kids.fr/)
02:09:52	732/732	---M-Z	200	added ('OK')	text/css	etag:%222dc-631043dc61d57-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands52d5.css	(from https://geoula-kids.fr/)
02:09:52	72184/72184	---M-Z	200	added ('OK')	text/css	etag:%22119f8-631043dc62cf7-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?ver=5.15.3	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome52d5.css	(from https://geoula-kids.fr/)
02:09:52	727/727	---M-Z	200	added ('OK')	text/css	etag:%222d7-631043dc62cf7-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid52d5.css	(from https://geoula-kids.fr/)
02:09:53	14235/14235	---M-Z	200	added ('OK')	text/css	etag:%22379b-6304f311b9079-gzip%22	https://geoula-kids.fr/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min.css?ver=1.7.1012	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min673a.css	(from https://geoula-kids.fr/)
02:09:53	409303/409303	---M-Z	200	added ('OK')	text/css	etag:%2263ed7-6304f311b9079-gzip%22	https://geoula-kids.fr/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min.css?ver=1.7.1012	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min673a.css	(from https://geoula-kids.fr/)
02:09:53	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%22e7d0-631043dc61d57-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1012	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min673a.css	(from https://geoula-kids.fr/)
02:09:53	107082/107082	---M-Z	200	added ('OK')	text/css	etag:%221a24a-6308b8c47f637-gzip%22	https://geoula-kids.fr/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742225772	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/uploads/elementor/google-fonts/css/robotoa877.css	(from https://geoula-kids.fr/)
02:09:54	24822/24822	---M-Z	200	added ('OK')	text/css	etag:%2260f6-6308b8ccd04fb-gzip%22	https://geoula-kids.fr/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742225781	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/uploads/elementor/google-fonts/css/robotoslab0960.css	(from https://geoula-kids.fr/)
02:09:54	945/945	---M-Z	200	added ('OK')	text/css	etag:%223b1-6308b8cd2063d-gzip%22	https://geoula-kids.fr/wp-content/uploads/elementor/google-fonts/css/luckiestguy.css?ver=1742225781	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/uploads/elementor/google-fonts/css/luckiestguy0960.css	(from https://geoula-kids.fr/)
02:09:54	1402/1402	---M-Z	200	added ('OK')	text/css	etag:%2257a-6308b8cd7e240-gzip%22	https://geoula-kids.fr/wp-content/uploads/elementor/google-fonts/css/alfaslabone.css?ver=1742225781	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/uploads/elementor/google-fonts/css/alfaslabone0960.css	(from https://geoula-kids.fr/)
02:09:54	2032/2032	---M-Z	200	added ('OK')	text/css	etag:%227f0-6308b8ce232e5-gzip%22	https://geoula-kids.fr/wp-content/uploads/elementor/google-fonts/css/lobster.css?ver=1742225782	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/uploads/elementor/google-fonts/css/lobster9fbd.css	(from https://geoula-kids.fr/)
02:09:55	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%2215601-603fed35e19c0-gzip%22	https://geoula-kids.fr/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-includes/js/jquery/jquery.minf43b.js	(from https://geoula-kids.fr/)
02:09:55	13577/13577	---M-Z	200	added ('OK')	text/javascript	etag:%223509-5fdabee5f2100-gzip%22	https://geoula-kids.fr/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://geoula-kids.fr/)
02:09:56	277032/277032	---MC-	200	added ('OK')	application/json	date:Mon,%2024%20Mar%202025%2001:09:56%20GMT	https://geoula-kids.fr/wp-json/	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-json/index.html	(from https://geoula-kids.fr/)
02:09:56	41863/41863	---MC-	200	added ('OK')	application/json	date:Mon,%2024%20Mar%202025%2001:09:55%20GMT	https://geoula-kids.fr/wp-json/wp/v2/pages/103	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-json/wp/v2/pages/103.json	(from https://geoula-kids.fr/)
02:09:56	798/798	---MC-	200	added ('OK')	text/xml	date:Mon,%2024%20Mar%202025%2001:09:56%20GMT	https://geoula-kids.fr/xmlrpc.php?rsd	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/xmlrpc0db0.php	(from https://geoula-kids.fr/)
02:09:56	2046/2046	---MC-	200	added ('OK')	application/json	date:Mon,%2024%20Mar%202025%2001:09:56%20GMT	https://geoula-kids.fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgeoula-kids.fr%2F	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-json/oembed/1.0/embeda9dc.json	(from https://geoula-kids.fr/)
02:09:57	2206/2206	---MC-	200	added ('OK')	text/xml	date:Mon,%2024%20Mar%202025%2001:09:57%20GMT	https://geoula-kids.fr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgeoula-kids.fr%2F&format=xml	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-json/oembed/1.0/embeda4fa	(from https://geoula-kids.fr/)
02:09:57	40056/40056	---M--	200	added ('OK')	image/png	etag:%229c78-61c1d3f562b3d%22	https://geoula-kids.fr/wp-content/uploads/2024/06/Logo-FD-Blan-150x150.png	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/uploads/2024/06/Logo-FD-Blan-150x150.png	(from https://geoula-kids.fr/)
02:09:57	131139/131139	---M--	200	added ('OK')	image/png	etag:%2220043-61c1d3f55cd7c%22	https://geoula-kids.fr/wp-content/uploads/2024/06/Logo-FD-Blan-300x300.png	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/uploads/2024/06/Logo-FD-Blan-300x300.png	(from https://geoula-kids.fr/)
02:09:57	215503/215503	---M--	200	added ('OK')	image/png	etag:%22349cf-61c1d3e700f83%22	https://geoula-kids.fr/wp-content/uploads/2024/06/Entete_5784-removebg-preview.png	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/uploads/2024/06/Entete_5784-removebg-preview.png	(from https://geoula-kids.fr/)
02:09:57	99076/99076	---M--	200	added ('OK')	image/jpeg	etag:%2218304-62ed818cf6c15%22	https://geoula-kids.fr/wp-content/uploads/2025/02/En-tete-Paracha-site-1024x724.jpg	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/uploads/2025/02/En-tete-Paracha-site-1024x724.jpg	(from https://geoula-kids.fr/)
02:09:58	115210/115210	---M--	200	added ('OK')	image/jpeg	etag:%221c20a-62ed814e49b57%22	https://geoula-kids.fr/wp-content/uploads/2025/02/Histoire-1024x724.jpg	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/uploads/2025/02/Histoire-1024x724.jpg	(from https://geoula-kids.fr/)
02:09:58	49727/49727	---M-Z	200	added ('OK')	text/html	etag:%2227e3-6310c0fed03c4;63106f70f4773	https://geoula-kids.fr/missions-geoulatik/	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/missions-geoulatik/index.html	(from https://geoula-kids.fr/)
02:09:58	142976/142976	---M--	200	added ('OK')	image/jpeg	etag:%2222e80-62ed89350cf9f%22	https://geoula-kids.fr/wp-content/uploads/2025/02/Banniere-LK-GK-1024x724.jpg	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/uploads/2025/02/Banniere-LK-GK-1024x724.jpg	(from https://geoula-kids.fr/)
02:09:58	1071141/1071141	---M--	200	added ('OK')	image/png	etag:%22105825-62ed854560149%22	https://geoula-kids.fr/wp-content/uploads/2025/02/Banniere-Mission-GK-1024x724.png	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/uploads/2025/02/Banniere-Mission-GK-1024x724.png	(from https://geoula-kids.fr/)
02:09:58	72908/72908	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2001:09:58%20GMT	https://geoula-kids.fr/tirages-passes-2/	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/tirages-passes-2/index.html	(from https://geoula-kids.fr/)
02:09:58	100245/100245	---M--	200	added ('OK')	image/jpeg	etag:%2218795-62ed887cf79c1%22	https://geoula-kids.fr/wp-content/uploads/2025/02/Banniere-GAMING-GK-1024x724.jpg	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/uploads/2025/02/Banniere-GAMING-GK-1024x724.jpg	(from https://geoula-kids.fr/)
02:09:59	157475/157475	---M--	200	added ('OK')	image/jpeg	etag:%2226723-62ed87a015457%22	https://geoula-kids.fr/wp-content/uploads/2025/02/Banniere-acti-GK-1024x724.jpg	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/uploads/2025/02/Banniere-acti-GK-1024x724.jpg	(from https://geoula-kids.fr/)
02:09:59	43009/43009	---M-Z	200	added ('OK')	text/javascript	etag:%22a801-6304f311bee3a-gzip%22	https://geoula-kids.fr/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles.js?ver=3.0.6	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles7c45.js	(from https://geoula-kids.fr/)
02:09:59	15408/15408	---M-Z	200	added ('OK')	text/javascript	etag:%223c30-6304f311bde9a-gzip%22	https://geoula-kids.fr/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.min.js?ver=1.12.7	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.minf184.js	(from https://geoula-kids.fr/)
02:09:59	47935/47935	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2001:09:59%20GMT	https://geoula-kids.fr/tirages-a-venir/	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/tirages-a-venir/index.html	(from https://geoula-kids.fr/)
02:09:59	17272/17272	---M-Z	200	added ('OK')	text/javascript	etag:%224378-6304f311bee3a-gzip%22	https://geoula-kids.fr/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min.js?ver=1.0	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min5152.js	(from https://geoula-kids.fr/)
02:10:00	28437/28437	---M-Z	200	added ('OK')	text/javascript	etag:%226f15-6309fa8851747-gzip%22	https://geoula-kids.fr/wp-content/plugins/header-footer-elementor/inc/js/frontend.js?ver=2.2.2	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/header-footer-elementor/inc/js/frontend605a.js	(from https://geoula-kids.fr/)
02:10:00	61664/61664	---M-Z	200	added ('OK')	text/html	etag:%222cfc-6310b36e4a445;63106f70f4773	https://geoula-kids.fr/jeux-par-sefer/	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/jeux-par-sefer/index.html	(from https://geoula-kids.fr/)
02:10:00	1936/1936	---M-Z	200	added ('OK')	text/javascript	etag:%22790-62c392162d322-gzip%22	https://geoula-kids.fr/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.3.0	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/themes/hello-elementor/assets/js/hello-frontend.min9b70.js	(from https://geoula-kids.fr/)
02:10:00	5407/5407	---M-Z	200	added ('OK')	text/javascript	etag:%22151f-631043dc5cf37-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.28.1	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/js/webpack.runtime.min1b64.js	(from https://geoula-kids.fr/)
02:10:01	48393/48393	---M-Z	200	added ('OK')	text/javascript	etag:%22bd09-631043dc52356-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.28.1	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/js/frontend-modules.min1b64.js	(from https://geoula-kids.fr/)
02:10:01	21464/21464	---M-Z	200	added ('OK')	text/javascript	etag:%2253d8-61bdf6e5539c0-gzip%22	https://geoula-kids.fr/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-includes/js/jquery/ui/core.minb37e.js	(from https://geoula-kids.fr/)
02:10:01	44243/44243	---M-Z	200	added ('OK')	text/javascript	etag:%22acd3-631043dc513b6-gzip%22	https://geoula-kids.fr/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.28.1	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/elementor/assets/js/frontend.min1b64.js	(from https://geoula-kids.fr/)
02:10:01	59669/59669	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2001:10:01%20GMT	https://geoula-kids.fr/jeux-sefer-berechit/	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/jeux-sefer-berechit/index.html	(from https://geoula-kids.fr/)
02:10:01	225610/225610	---M-Z	200	added ('OK')	text/javascript	etag:%223714a-6304f311bcefa-gzip%22	https://geoula-kids.fr/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.7.1012	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min673a.js	(from https://geoula-kids.fr/)
02:10:01	11524/11524	---M-Z	200	added ('OK')	text/javascript	etag:%222d04-6304f311bfdda-gzip%22	https://geoula-kids.fr/wp-content/plugins/royal-elementor-addons/assets/js/modal-popups.min.js?ver=1.7.1012	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/wp-content/plugins/royal-elementor-addons/assets/js/modal-popups.min673a.js	(from https://geoula-kids.fr/)
02:10:57	58637/58637	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2001:10:02%20GMT	https://geoula-kids.fr/jeux-sefer-chemot/	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/jeux-sefer-chemot/index.html	(from https://geoula-kids.fr/)
02:10:58	57601/57601	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2001:10:02%20GMT	https://geoula-kids.fr/jeux-sefer-vayikra/	C:/Users/yaaco/Downloads/site%20yoni/geoula-kids.fr/jeux-sefer-vayikra/index.html	(from https://geoula-kids.fr/)
